index	name	offset	size	crc32	in_bounds
2189	DOORTRAK	20890432	1104	5ec9188e	yes
2190	DOPUNK4	20891536	17544	a7acd2a1	yes
2191	DORED	20909080	17544	f9afe06f	yes
2192	DOSDAY	20926624	35080	72049528	yes
2193	DOSHA1	20961704	18640	101962af	yes
2194	DOSHB1	20980344	18640	101962af	yes
2195	DOSHC1	20998984	18640	101962af	yes
2196	DOSHD1	21017624	18640	101962af	yes
2197	DOSHE1	21036264	18640	101962af	yes
2198	DOSHELL	21054904	35080	49f7b1cf	yes
2199	DOSHF1	21089984	18640	101962af	yes
2200	DOSLVR11	21108624	9872	c6bd7600	yes
2201	DOSLVR12	21118496	9872	c6bd7600	yes
2202	DOSLVR13	21128368	9872	c6bd7600	yes
2203	DOSLVR14	21138240	9872	c6bd7600	yes
2204	DOSLVR21	21148112	9872	d386131c	yes
2205	DOSLVR22	21157984	9872	d386131c	yes
2206	DOSLVR23	21167856	9872	d386131c	yes
2207	DOSLVR24	21177728	9872	d386131c	yes
2208	DOSNITE	21187600	35080	a8b1bf7e	yes
2209	DOSPI1B	21222680	6106	282092b7	yes
2210	DOSPI2B	21228788	6110	1cf6b60f	yes
2211	DOSPI3B	21234900	6105	3288ad68	yes
2212	DOSPI4B	21241008	6106	3d14f82c	yes
2213	DOSW1	21247116	9872	30cc255e	yes
2214	DOSW1C	21256988	9872	2a8c4ba5	yes
2215	DOSW2	21266860	9872	30cc255e	yes
2216	DOSW2C	21276732	9872	2a8c4ba5	yes
2217	DOSW3	21286604	9872	30cc255e	yes
2218	DOSW3C	21296476	9872	2a8c4ba5	yes
2219	DOSW4	21306348	9872	30cc255e	yes
2220	DOSW4C	21316220	9872	2a8c4ba5	yes
2221	DOSWX1	21326092	9872	30cc255e	yes
2222	DOSWX1C	21335964	9872	2a8c4ba5	yes
2223	DOSWX2	21345836	9872	30cc255e	yes
2224	DOSWX2C	21355708	9872	2a8c4ba5	yes
2225	DOSWX3	21365580	9872	30cc255e	yes
2226	DOSWX3C	21375452	9872	2a8c4ba5	yes
2227	DOSWX4	21385324	9872	30cc255e	yes
2228	DOSWX4C	21395196	9872	2a8c4ba5	yes
2229	DOTNTDR	21405068	17544	a99b9998	yes
2230	DOTV1B	21422612	9872	02db69fc	yes
2231	DOTV2B	21432484	9872	02db69fc	yes
2232	DOTV3B	21442356	9872	02db69fc	yes
2233	DOTV4B	21452228	9872	02db69fc	yes
2234	DOWDAY	21462100	35080	72049528	yes
2235	DOWEBL	21497180	2431	8d5cc89e	yes
2236	DOWEBR	21499612	2431	8218caa6	yes
2237	DOWHELL	21502044	35080	49f7b1cf	yes
2238	DOWINDOW	21537124	5621	a1c934d0	yes
2239	DOWNITE	21542748	35080	b4cb7a61	yes
2240	DRFRONT	21577828	12105	1e75eb2e	yes
2241	DRSIDE1	21589936	4392	2de81873	yes
2242	DRSIDE2	21594328	4392	0c465916	yes
2243	DRTOPFR	21598720	9480	f354b204	yes
2244	DRTOPSID	21608200	2376	a1d268f7	yes
2245	DUCT1	21610576	951	1a39dd31	yes
2246	EGGREENI	21611528	1104	74e185d6	yes
2247	EGREDI	21612632	1104	70f5ec04	yes
2248	ESPI11_1	21613736	4392	b0f72be5	yes
2249	ESPI11_2	21618128	4392	f6ff5b64	yes
2250	ESPI11_4	21622520	4392	b07e35f6	yes
2251	ESPI11_5	21626912	4392	f4ed26e6	yes
2252	ESPI12_1	21631304	4392	6e8aef5a	yes
2253	ESPI12_2	21635696	4392	65512570	yes
2254	ESPI12_4	21640088	4392	9a9b1b9f	yes
2255	ESPI12_5	21644480	4392	8458c3f8	yes
2256	ESPI15_1	21648872	4392	bbc493cd	yes
2257	ESPI15_3	21653264	4392	72d2d82b	yes
2258	ESPI15_4	21657656	4392	b9799819	yes
2259	ESPI15_6	21662048	4392	f07b6871	yes
2260	ESPI16_1	21666440	4392	bf70f40b	yes
2261	ESPI16_2	21670832	4392	61f9bbb8	yes
2262	ESPI16_4	21675224	4392	a832c5e4	yes
2263	ESPI16_6	21679616	4392	2cf9a9a1	yes
2264	ESPI17_1	21684008	4392	ec9dc1b4	yes
2265	ESPI17_2	21688400	4392	80d249b8	yes
2266	ESPI17_3	21692792	4392	7248ad33	yes
2267	ESPI17_4	21697184	4392	672597e8	yes
2268	ESPI17_5	21701576	4392	673457ff	yes
2269	ESPI17_6	21705968	4392	9978d469	yes
2270	ESPI18_5	21710360	4392	12bf7535	yes
2271	ESPI18_7	21714752	4392	9931e204	yes
2272	ESPI19_1	21719144	8776	e4988d40	yes
2273	ESPI19_2	21727920	8776	73333d01	yes
2274	ESPI19_3	21736696	8776	030617fc	yes
2275	ESPI19_4	21745472	8776	72065d3f	yes
2276	EXIT1	21754248	808	645476a2	yes
2277	EXIT2	21755056	208	35e1343c	yes
2278	EXIT_GRN	21755264	808	c06dadac	yes
2279	EXIT_RED	21756072	808	8647074e	yes
2280	FENCE4	21756880	6316	7d6be139	yes
2281	FENCE5	21763196	2252	f24e0c59	yes
2282	FIREBLU1	21765448	17544	db4b6b3b	yes
2283	FIREBLU2	21782992	17544	8387cfdf	yes
2284	FLAMP	21800536	1710	b901f18b	yes
2285	GCRATEL1	21802248	2344	d56f7573	yes
2286	GCRATEM1	21804592	592	a464cd92	yes
2287	GCRATER1	21805184	2344	5274a16c	yes
2288	GRATE	21807528	15688	4b52ab11	yes
2289	GRAYRED	21823216	8776	70bed570	yes
2290	GRAYWARN	21831992	8776	786e572a	yes
2291	GRAYWIDE	21840768	17544	b85b2503	yes
2292	GRNLIT1	21858312	4392	56eccf9f	yes
2293	GRNOPEN	21862704	3980	33aee51e	yes
2294	HELL5_1	21866684	17544	9010cbbb	yes
2295	HELL5_2	21884228	17544	73ffbe41	yes
2296	HELL6_1	21901772	4392	d2d996d8	yes
2297	HELL6_2	21906164	8776	e9ec67b5	yes
2298	HELL6_3	21914940	8776	2abd3867	yes
2299	HELL8_1	21923716	8776	08b6a31d	yes
2300	HELL8_2	21932492	8776	9d09b3e4	yes
2301	HELL8_3	21941268	4392	4008dc2f	yes
2302	HELL8_4	21945660	8776	cf8ff527	yes
2303	LADDER16	21954436	1608	1661d1fe	yes
2304	LFALL1	21956044	8776	9ad1f0a1	yes
2305	LFALL2	21964820	8776	79e9692b	yes
2306	LFALL3	21973596	8776	a354c8ce	yes
2307	LFALL4	21982372	8776	d74a944d	yes
2308	LONGWALL	21991148	35080	16374808	yes
2309	M1_1	22026228	10152	a5189eb3	yes
2310	MARBLE1	22036380	17544	97aef751	yes
2311	MC1	22053924	17544	d189b9e1	yes
2312	MC10	22071468	17544	b8b6c2a0	yes
2313	MC11	22089012	17544	b8b6c2a0	yes
2314	MC12	22106556	17544	b8b6c2a0	yes
2315	MC13	22124100	17544	96852d07	yes
2316	MC14	22141644	17544	c856606b	yes
2317	MC15	22159188	17544	56a8d443	yes
2318	MC16	22176732	17544	84220d7a	yes
2319	MC17	22194276	17544	b913ff16	yes
2320	MC18	22211820	17544	16c7d4cf	yes
2321	MC19	22229364	17544	0f5b8963	yes
2322	MC2	22246908	17544	0f5b8963	yes
2323	MC20	22264452	17544	d189b9e1	yes
2324	MC3	22281996	17544	16c7d4cf	yes
2325	MC4	22299540	17544	b913ff16	yes
2326	MC5	22317084	17544	84220d7a	yes
2327	MC6	22334628	17544	56a8d443	yes
2328	MC7	22352172	17544	c856606b	yes
2329	MC8	22369716	17544	96852d07	yes
2330	MOD1	22387260	8776	9a017ebc	yes
2331	MOD2	22396036	17544	8427d85d	yes
2332	MOD3	22413580	8776	e455d2eb	yes
2333	MOD4	22422356	8776	97cf83d0	yes
2334	MOD5	22431132	8776	af0c1bfd	yes
2335	MOSROK2	22439908	17544	3fde4f70	yes
2336	MOSSBRIK	22457452	17544	43619daa	yes
2337	MOSSBRK8	22474996	17544	c5c6fc1f	yes
2338	MOSSROCK	22492540	17544	a143f777	yes
2339	MOULD	22510084	17544	9241bec5	yes
2340	MTNT2	22527628	2329	9fd73836	yes
2341	MUD	22529960	17544	f50d74d0	yes
2342	MURAL1	22547504	17544	325ef2b8	yes
2343	MURAL2	22565048	17544	47b71faf	yes
2344	MWALL1_1	22582592	17544	bc14932e	yes
2345	MWALL1_2	22600136	17544	30859018	yes
2346	MWALL2_1	22617680	17544	3524a9d5	yes
2347	MWALL3_1	22635224	17544	363c720d	yes
2348	MWALL4_1	22652768	17544	60bfe3cc	yes
2349	MWALL4_2	22670312	17544	67c0845a	yes
2350	MWALL5_1	22687856	17544	d29d7f2f	yes
2351	MYWOOD	22705400	17544	2e89567c	yes
2352	NATROCK	22722944	35080	032a08b0	yes
2353	NUKEDGE	22758024	2120	0433b710	yes
2354	PBLAK	22760144	8776	25c8986d	yes
2355	PBLUE	22768920	8776	b8714c1d	yes
2356	PBRICK18	22777696	17544	68c4faa3	yes
2357	PBRICK28	22795240	17544	655d370e	yes
2358	PBRICK8	22812784	17544	4bc36470	yes
2359	PCWINL	22830328	2500	766b9721	yes
2360	PDUMMY	22832828	8776	25c8986d	yes
2361	PGREEN	22841604	8776	dcda821c	yes
2362	PILLAR	22850380	4392	3802e163	yes
2363	PIVY3	22854772	16477	06753131	yes
2364	PLAT2_1	22871252	17544	db4cc7ad	yes
2365	PL_01	22888796	81	bc99b09a	yes
2366	PL_05	22888880	261	6bfc9db1	yes
2367	PL_10	22889144	455	ed1e6c02	yes
2368	PL_18	22889600	602	e4a2753b	yes
2369	PL_19	22890204	222	1694b831	yes
2370	PL_20	22890428	267	fdb4eb60	yes
2371	PL_25	22890696	149	0da8650a	yes
2372	PL_31	22890848	302	a3f90b77	yes
2373	PL_A	22891152	149	a828199c	yes
2374	PL_C	22891304	163	16396b55	yes
2375	PL_N	22891468	168	e2e1c9ae	yes
2376	PL_T	22891636	195	c080776e	yes
2377	PL_U	22891832	152	938af6f2	yes
2378	POISON	22891984	4680	2ff16114	yes
2379	PORAN	22896664	8776	9dac24d6	yes
2380	PRED	22905440	8776	4163566c	yes
2381	PREEL1	22914216	580	04088e15	yes
2382	PREEL2	22914796	580	f48cc084	yes
2383	PREEL3	22915376	580	e8e25739	yes
2384	PREEL4	22915956	580	64019bce	yes
2385	PREEL5	22916536	580	780f9251	yes
2386	PREEL6	22917116	580	c621ad6c	yes
2387	PREEL7	22917696	580	92191e42	yes
2388	PS15A0	22918276	1448	fc9b8c7f	yes
2389	PS18A0	22919724	1924	37ead3f9	yes
2390	PS20A0	22921648	1924	60d732d2	yes
2391	PSTON2	22923572	17544	fa051c63	yes
2392	PWHITE	22941116	8776	b7db00ef	yes
2393	RAILING	22949892	1960	09f51aa9	yes
2394	REDLITE1	22951852	4392	246e8287	yes
2395	REDLITE2	22956244	1104	c4a46ce1	yes
2396	REDOPEN	22957348	3928	7a0eae89	yes
2397	REDROCK	22961276	35080	dcb8aacc	yes
2398	REDTNT2	22996356	4411	589b489e	yes
2399	RIPW15	23000768	3208	ad9aeee7	yes
2400	ROCK	23003976	17544	bd8debcb	yes
2401	ROMERO1	23021520	1104	a67eb6fc	yes
2402	RP1_1	23022624	17544	7fe25013	yes
2403	RP1_2	23040168	17544	7fae66b6	yes
2404	RP2_1	23057712	4392	18340936	yes
2405	RP2_2	23062104	4392	66b772f0	yes
2406	RP2_3	23066496	4392	f26545cf	yes
2407	RP2_4	23070888	4392	c24b04cd	yes
2408	RW10_1	23075280	8776	cd417b92	yes
2409	RW10_2	23084056	8776	4d086c3b	yes
2410	RW10_3	23092832	8776	5738be64	yes
2411	RW10_4	23101608	7364	55ca8ca3	yes
2412	RW11_2	23108972	8776	a3cb51fe	yes
2413	RW11_3	23117748	8776	e9ea29d2	yes
2414	RW12_1	23126524	8776	43d15798	yes
2415	RW12_2	23135300	8776	8e02591d	yes
2416	RW12_3	23144076	8776	5fb8a457	yes
2417	RW12_4	23152852	8776	a06f56ce	yes
2418	RW13_1	23161628	17544	88e496f4	yes
2419	RW14_1	23179172	8776	9a86c5dc	yes
2420	RW15_1	23187948	8776	28483f2d	yes
2421	RW15_2	23196724	8776	c90e8559	yes
2422	RW15_3	23205500	8776	be6d0078	yes
2423	RW15_4	23214276	8776	9a788485	yes
2424	RW16_1	23223052	8776	203a8f7e	yes
2425	RW16_2	23231828	8776	1ff987d2	yes
2426	RW16_3	23240604	8776	001b4e88	yes
2427	RW16_4	23249380	8776	416efd2f	yes
2428	RW18_1	23258156	8776	70c1b56c	yes
2429	RW18_2	23266932	8776	aac37996	yes
2430	RW18_3	23275708	8776	8629262e	yes
2431	RW18_4	23284484	8776	f86ca33e	yes
2432	RW19_1	23293260	8776	bd948f57	yes
2433	RW19_2	23302036	8776	7ab9875e	yes
2434	RW19_3	23310812	8776	94840508	yes
2435	RW19_4	23319588	8776	29262bb7	yes
2436	RW1_1	23328364	8776	8d837db6	yes
2437	RW1_2	23337140	8776	7b3c7542	yes
2438	RW1_3	23345916	8776	7328d658	yes
2439	RW1_4	23354692	8776	4f10d723	yes
2440	RW20_1	23363468	8776	0f8e50df	yes
2441	RW20_2	23372244	8776	aa1f38c8	yes
2442	RW20_3	23381020	8776	2734d1f4	yes
2443	RW20_4	23389796	8776	10e5af8a	yes
2444	RW21_1	23398572	4392	f95ed693	yes
2445	RW21_2	23402964	2200	4935a868	yes
2446	RW21_3	23405164	8776	a45fee8f	yes
2447	RW21_4	23413940	8776	d7a8a641	yes
2448	RW21_5	23422716	8776	221b08da	yes
2449	RW22_1	23431492	8776	97b07e97	yes
2450	RW22_2	23440268	8776	aa14cdfb	yes
2451	RW22_3	23449044	8776	bcfb1b5a	yes
2452	RW23_1	23457820	8776	89f3be3a	yes
2453	RW23_2	23466596	8776	1f8b71dd	yes
2454	RW23_3	23475372	8776	2b420040	yes
2455	RW23_4	23484148	8776	a640c504	yes
2456	RW24_1	23492924	8776	31cad078	yes
2457	RW24_2	23501700	8776	87780edc	yes
2458	RW24_3	23510476	8776	8739ef60	yes
2459	RW24_4	23519252	8776	519d9697	yes
2460	RW25_1	23528028	8776	1e0a4dba	yes
2461	RW25_2	23536804	8776	881a88a7	yes
2462	RW25_3	23545580	8776	662d4a48	yes
2463	RW25_4	23554356	8776	4e761841	yes
2464	RW26_1	23563132	8776	633104fa	yes
2465	RW26_2	23571908	8776	725a70a2	yes
2466	RW26_3	23580684	8776	e85ddd8e	yes
2467	RW26_4	23589460	8776	8d002eb0	yes
2468	RW27_2	23598236	8776	044119f0	yes
2469	RW27_3	23607012	8776	e6834da1	yes
2470	RW28_1	23615788	8776	429cd81e	yes
2471	RW28_2	23624564	8776	fbf37734	yes
2472	RW28_3	23633340	8776	f018a22e	yes
2473	RW28_4	23642116	8776	956e9bd4	yes
2474	RW30_1	23650892	8776	c7cada56	yes
2475	RW30_2	23659668	8776	b20c4a52	yes
2476	RW30_3	23668444	8776	ea369309	yes
2477	RW31_1	23677220	8776	dc85155a	yes
2478	RW31_2	23685996	8776	b1e79d97	yes
2479	RW31_3	23694772	8776	56d1b45f	yes
2480	RW31_4	23703548	8776	2316b521	yes
2481	RW32_1	23712324	8776	b7969df7	yes
2482	RW32_2	23721100	8776	59d1b287	yes
2483	RW32_3	23729876	8776	26af8bc9	yes
2484	RW33_1	23738652	8776	47f397fe	yes
2485	RW33_2	23747428	8776	cda50103	yes
2486	RW33_3	23756204	8776	a3c9c04c	yes
2487	RW33_4	23764980	8776	b2cbdf34	yes
2488	RW33_5	23773756	8776	cdd1254c	yes
2489	RW33_6	23782532	8776	79bc56c1	yes
2490	RW34_1	23791308	8776	2ab4804b	yes
2491	RW34_2	23800084	8776	f4c9f09c	yes
2492	RW35_1	23808860	17544	4d6a69dd	yes
2493	RW35_2	23826404	17544	d32ee7a1	yes
2494	RW36_1	23843948	8776	046b23ab	yes
2495	RW36_2	23852724	8776	2537070d	yes
2496	RW36_3	23861500	8776	df0ee1cb	yes
2497	RW37_1	23870276	8776	a41d9799	yes
2498	RW37_2	23879052	8776	7392b9d0	yes
2499	RW37_3	23887828	8776	40812762	yes
2500	RW37_4	23896604	8776	be32e6c2	yes
2501	RW38_1	23905380	8776	f8575e39	yes
2502	RW38_2	23914156	8776	cccc7951	yes
2503	RW38_3	23922932	8776	602d8629	yes
2504	RW38_4	23931708	8776	d8d00edd	yes
2505	RW39_1	23940484	8776	57f84fa3	yes
2506	RW39_2	23949260	8776	0e91016e	yes
2507	RW41_1	23958036	8776	e1803761	yes
2508	RW41_2	23966812	8776	a648e4d0	yes
2509	RW41_3	23975588	8776	892699ee	yes
2510	RW41_4	23984364	8776	37199c1b	yes
2511	RW42_1	23993140	8776	0e644542	yes
2512	RW42_3	24001916	8776	ed539050	yes
2513	RW42_4	24010692	8776	31507453	yes
2514	RW43_1	24019468	4744	34b261af	yes
2515	RW43_3	24024212	8776	078ac6d4	yes
2516	RW43_4	24032988	8776	f81f5c0d	yes
2517	RW44_2	24041764	8776	4a8a004c	yes
2518	RW44_4	24050540	8776	56132bae	yes
2519	RW45_1	24059316	2920	7f04c7f5	yes
2520	RW46_2	24062236	8776	1bd96381	yes
2521	RW46_3	24071012	8776	f047b7b0	yes
2522	RW46_4	24079788	8776	19ab1d31	yes
2523	RW47_1	24088564	10360	6aafa4d5	yes
2524	RW47_2	24098924	6104	f4b53238	yes
2525	RW47_3	24105028	8776	1cb52c2c	yes
2526	RW47_4	24113804	8776	64477441	yes
2527	RW48_1	24122580	8776	daac7af0	yes
2528	RW48_2	24131356	8776	05364aa5	yes
2529	RW48_3	24140132	8776	494111b9	yes
2530	RW48_4	24148908	8776	9dda8976	yes
2531	RW5_1	24157684	8776	7615c8e0	yes
2532	RW5_2	24166460	8776	23560dec	yes
2533	RW5_3	24175236	8776	2cfb5ea1	yes
2534	RW5_4	24184012	8776	6e19f251	yes
2535	RW6_1	24192788	8776	099db530	yes
2536	RW7_1	24201564	8776	ee97eb30	yes
2537	RW7_2	24210340	8776	96069341	yes
2538	RW7_3	24219116	8776	04cdf8c0	yes
2539	RW8_1	24227892	8776	16136565	yes
2540	RW8_2	24236668	8776	30904621	yes
2541	RW8_3	24245444	8776	b881a288	yes
2542	RW8_4	24254220	8776	125dc0ac	yes
2543	RW9_1	24262996	8776	b5fcc820	yes
2544	RW9_2	24271772	8776	c80e2cd1	yes
2545	RW9_3	24280548	8776	ea9da6b4	yes
2546	RW9_4	24289324	8776	fe869fe0	yes
2547	RWDMON1	24298100	35080	c4d33897	yes
2548	RWDMON10	24333180	35080	5ba14791	yes
2549	RWDMON2	24368260	35080	61d3d72c	yes
2550	RWDMON3	24403340	35080	7aa4705c	yes
2551	RWDMON4	24438420	35080	251fc129	yes
2552	RWDMON5	24473500	35080	0c046837	yes
2553	RWDMON7	24508580	35080	38be1e97	yes
2554	RWDMON8	24543660	35080	a48e5fb9	yes
2555	RWDMON9	24578740	35080	6def4036	yes
2556	SAW1	24613820	3877	0013159a	yes
2557	SAW1SD	24617700	4392	0c631b2d	yes
2558	SAW2	24622092	3841	087a5353	yes
2559	SAW2SD	24625936	4392	0c631b2d	yes
2560	SAW3	24630328	3824	d4084f9d	yes
2561	SAW3SD	24634152	4392	0c631b2d	yes
2562	SAW4	24638544	3821	bca3e4d4	yes
2563	SAW4SD	24642368	4392	0c631b2d	yes
2564	SAW5	24646760	3828	0b146332	yes
2565	SAW5SD	24650588	4392	0c631b2d	yes
2566	SAW6	24654980	3824	2af94915	yes
2567	SAW6SD	24658804	4392	0c631b2d	yes
2568	SFALL1	24663196	8776	b759ca4d	yes
2569	SFALL2	24671972	8776	22ccb246	yes
2570	SFALL3	24680748	8776	94870aa5	yes
2571	SFALL4	24689524	8776	a46c1ab5	yes
2572	SGCRATE2	24698300	2344	0964cae8	yes
2573	SHAWN01	24700644	17544	c84e2755	yes
2574	SHAWN02	24718188	17544	a9755c51	yes
2575	SHAWN03	24735732	17544	7f532392	yes
2576	SKIRTING	24753276	13320	2a7adf52	yes
2577	SKULFACE	24766596	2197	1cca9013	yes
2578	SKY1	24768796	35080	0f8a22e7	yes
2579	SKY2	24803876	35080	d5ec49ee	yes
2580	SKY2A	24838956	35080	d5ec49ee	yes
2581	SKY2B	24874036	35080	d5ec49ee	yes
2582	SKY2C	24909116	35080	d5ec49ee	yes
2583	SKY2D	24944196	35080	d5ec49ee	yes
2584	SKY3	24979276	35080	3a71433a	yes
2585	SKY3A	25014356	35080	3a71433a	yes
2586	SKY3B	25049436	35080	3a71433a	yes
2587	SKY4	25084516	35080	07f73359	yes
2588	SMCRATG	25119596	187	9027635f	yes
2589	SMFILLER	25119784	556	49cef79e	yes
2590	SNAK5_1	25120340	8776	0489ba38	yes
2591	SNAK6_1	25129116	8776	51820c00	yes
2592	SNAK7_1	25137892	8776	9957e00a	yes
2593	SNAK8_1	25146668	8776	8903d771	yes
2594	SPINE3_1	25155444	13448	7fc56261	yes
2595	SPINE3_2	25168892	13448	f74d51fb	yes
2596	SPINE4_1	25182340	17544	61503788	yes
2597	STEP03	25199884	552	28ca3053	yes
2598	STEP04	25200436	552	03d7a851	yes
2599	STEP05	25200988	552	bf092837	yes
2600	STEP06	25201540	552	1fa110e5	yes
2601	STEP07	25202092	552	f11c0f9a	yes
2602	STEP08	25202644	552	8b6bf745	yes
2603	STEP09	25203196	552	977a16b8	yes
2604	STEP10	25203748	552	5270cf48	yes
2605	STONEW1	25204300	17544	c37f311c	yes
2606	STONEW5	25221844	17544	c898d6c8	yes
2607	STWALL	25239388	17544	8305ca16	yes
2608	SUPPORT2	25256932	1952	2b83c5ba	yes
2609	SW11_1	25258884	4392	abb614de	yes
2610	SW11_2	25263276	4392	7be24b11	yes
2611	SW11_4	25267668	4392	27b01ec4	yes
2612	SW11_5	25272060	4392	efd640b8	yes
2613	SW12_1	25276452	4392	25714cf1	yes
2614	SW12_2	25280844	4392	a4f41533	yes
2615	SW12_4	25285236	4392	bebda09a	yes
2616	SW12_5	25289628	4392	cbd628aa	yes
2617	SW15_1	25294020	4392	4b928ae7	yes
2618	SW15_3	25298412	4392	a6188965	yes
2619	SW15_4	25302804	4392	f5db7347	yes
2620	SW15_6	25307196	4392	f77f013f	yes
2621	SW16_1	25311588	4392	ae9400bd	yes
2622	SW16_2	25315980	4392	7e941c6d	yes
2623	SW16_4	25320372	4392	8738a30a	yes
2624	SW16_6	25324764	4392	db0bf54f	yes
2625	SW17_1	25329156	4392	02620e4f	yes
2626	SW17_2	25333548	4392	47cd909a	yes
2627	SW17_3	25337940	4392	8866db1f	yes
2628	SW17_4	25342332	4392	dd322fcb	yes
2629	SW17_5	25346724	4392	5add9d49	yes
2630	SW17_6	25351116	4392	dc0c076c	yes
2631	SW18_5	25355508	4392	ba98c763	yes
2632	SW18_7	25359900	4392	6877e19a	yes
2633	SW19_1	25364292	8776	0421557c	yes
2634	SW19_2	25373068	8776	b55f1803	yes
2635	SW19_3	25381844	8776	7562164b	yes
2636	SW19_4	25390620	8776	c459aa67	yes
2637	SW19_5	25399396	8776	e1672bd6	yes
2638	SW19_6	25408172	8776	f3ce2522	yes
2639	SW1S0	25416948	1320	a7eb8213	yes
2640	SW1S1	25418268	1320	8fd6ee56	yes
2641	SW1SKULL	25419588	4680	e891d22f	yes
2642	SW2S0	25424268	1320	bdfa85e6	yes
2643	SW2S1	25425588	1320	058e19f6	yes
2644	SW2SKULL	25426908	4680	f34daede	yes
2645	SW2_1	25431588	734	b420efb8	yes
2646	SW2_2	25432324	758	c47ef597	yes
2647	SW2_3	25433084	2126	447f8e26	yes
2648	SW2_4	25435212	2126	7028da69	yes
2649	SW2_5	25437340	2533	b55ddbc3	yes
2650	SW2_6	25439876	2533	bfccb67f	yes
2651	SW2_7	25442412	1600	cadcccff	yes
2652	SW2_8	25444012	1600	22f53c70	yes
2653	SW3S0	25445612	1320	be2b88f8	yes
2654	SW3S1	25446932	1320	2d7f7131	yes
2655	SW4S0	25448252	800	fd600b5f	yes
2656	SW4S1	25449052	800	13a421fd	yes
2657	T14_3	25449852	5192	da257e24	yes
2658	T14_4	25455044	2200	96ab7cb1	yes
2659	T14_5	25457244	1304	19114e0e	yes
2660	TILE	25458548	17544	ae866d79	yes
2661	TOMW2_1	25476092	10376	5c295395	yes
2662	TOMW2_2	25486468	10376	62d1612c	yes
2663	TP2_1	25496844	17544	51af831f	yes
2664	TP2_2	25514388	17544	b80ec249	yes
2665	TP3_1	25531932	17544	4d931d1f	yes
2666	TP3_2	25549476	17544	fcaadab3	yes
2667	TP5_1	25567020	4392	985d2555	yes
2668	TP5_2	25571412	4392	58a0c4a4	yes
2669	TP5_3	25575804	4392	10a08529	yes
2670	TP5_4	25580196	4392	a1331fff	yes
2671	TP7_1	25584588	17544	3b1e0276	yes
2672	TP7_2	25602132	17544	9f3f9cc0	yes
2673	TSCRN1	25619676	3473	ccf6332f	yes
2674	TSCRN2	25623152	3473	5f77478e	yes
2675	TSCRN3	25626628	3473	723b9ad0	yes
2676	TSCRN4	25630104	3473	f4f24796	yes
2677	TSCRN5	25633580	3473	40e595d6	yes
2678	TSCRN6	25637056	3473	786654d9	yes
2679	TSCRN7	25640532	3473	8d5a363a	yes
2680	TSCRN8	25644008	3473	de0172cd	yes
2681	TTALL1_2	25647484	1104	bbfc39da	yes
2682	TYUNDER1	25648588	4680	6748d1db	yes
2683	TYWFALL1	25653268	9872	189ee3a8	yes
2684	TYWFALL2	25663140	9872	a23c4549	yes
2685	TYWFALL3	25673012	9872	352e4fe2	yes
2686	TYWFALL4	25682884	9872	7ae5335d	yes
2687	TYWHEEL1	25692756	9352	c1d30b60	yes
2688	VGCRATE1	25702108	408	3bcb36cb	yes
2689	VINES1	25702516	17544	7ad7f34c	yes
2690	W101_1	25720060	17544	18178469	yes
2691	W101_2	25737604	17544	0900265b	yes
2692	W102_1	25755148	17544	eb3b7a87	yes
2693	W102_2	25772692	17544	c5127351	yes
2694	W103_1	25790236	17544	be6197f8	yes
2695	W103_2	25807780	17544	670ba20a	yes
2696	W104_1	25825324	8776	65f66a6d	yes
2697	W105_1	25834100	19080	a375d72e	yes
2698	W106_1	25853180	21702	45958de5	yes
2699	W107_1	25874884	21713	b87944be	yes
2700	W108_1	25896600	8776	151a2bd4	yes
2701	W108_2	25905376	536	012d05b6	yes
2702	W108_3	25905912	536	19f993a4	yes
2703	W108_4	25906448	536	5f32130b	yes
2704	W109_1	25906984	17544	31c87c04	yes
2705	W109_2	25924528	17544	11fb72d5	yes
2706	W110_1	25942072	35080	7875b101	yes
2707	W111_2	25977152	3726	5057a0ac	yes
2708	W111_3	25980880	3726	cb99210d	yes
2709	W112_1	25984608	4240	5062822a	yes
2710	W112_2	25988848	2271	4b9e6278	yes
2711	W112_3	25991120	2212	b3d81703	yes
2712	W113_1	25993332	15548	cf5996cc	yes
2713	W113_2	26008880	4299	407d8807	yes
2714	W113_3	26013180	4341	8d2c2641	yes
2715	W13_1	26017524	5192	f23c874d	yes
2716	W13_8	26022716	1304	083a6e55	yes
2717	W13_A	26024020	1304	f517a249	yes
2718	W15_4	26025324	5192	ed964b30	yes
2719	W15_5	26030516	5192	2c56b7ca	yes
2720	W15_6	26035708	1952	d6614960	yes
2721	W17_1	26037660	28080	871e0844	yes
2722	W28_5	26065740	4680	f0411271	yes
2723	W28_6	26070420	4680	487967ce	yes
2724	W28_7	26075100	4680	c16cdabc	yes
2725	W28_8	26079780	4680	7ce8ce18	yes
2726	W31_1	26084460	4680	8b82cc68	yes
2727	W31_2	26089140	4680	76bfe669	yes
2728	W32_1	26093820	4680	43d57412	yes
2729	W32_2	26098500	4680	81fdaa57	yes
2730	W32_4	26103180	4680	f3e49fd9	yes
2731	W32_5	26107860	4680	0f27751e	yes
2732	W33_5	26112540	4680	3bf0f974	yes
2733	W33_6	26117220	4680	3ae0a763	yes
2734	W33_7	26121900	4680	e758c31a	yes
2735	W33_8	26126580	1096	87d5f3ca	yes
